# XviD 2pass stat file (core version 1.3.2)
# Please do not modify this file

b 4 0 396 0 676 319
b 4 0 396 0 672 318
p 2 0 391 5 7542 585
b 4 0 396 0 769 355
b 4 0 396 0 857 356
p 2 0 388 8 8482 595
b 4 0 396 0 1325 419
b 4 0 396 0 1432 430
p 2 0 387 9 10471 648
b 4 0 396 0 1735 520
b 4 0 396 0 1852 557
p 2 1 395 0 12614 717
b 4 0 396 0 1394 422
b 4 0 396 0 1213 404
p 2 0 394 2 9605 634
b 4 0 396 0 1280 373
b 4 0 396 0 1314 410
p 2 0 393 3 9648 615
b 4 0 396 0 1354 388
b 4 0 396 0 1293 375
p 2 0 392 4 9838 613
b 4 0 396 0 1502 487
b 4 0 396 0 1620 482
p 2 0 393 3 11809 679
b 4 0 396 0 1516 408
b 4 0 396 0 1360 386
p 2 0 394 2 9747 641
b 4 0 396 0 1387 412
b 4 0 396 0 1318 410
p 2 0 392 4 9716 628
b 4 0 396 0 1329 401
b 4 0 396 0 1224 393
p 2 0 390 6 10664 636
b 4 0 396 0 1640 501
b 4 0 396 0 1683 521
p 2 0 396 0 13050 700
b 4 0 396 0 1433 459
b 4 0 396 0 1378 447
p 2 0 395 1 10739 646
b 4 0 396 0 1525 452
b 4 0 396 0 1721 478
p 2 0 391 5 10364 643
b 4 0 396 0 1970 487
b 4 0 396 0 2036 523
p 2 0 386 10 12291 685
b 4 0 396 0 2028 543
b 4 0 396 0 2054 566
p 2 0 396 0 13796 731
b 4 0 396 0 1713 468
b 4 0 396 0 1610 473
p 2 0 395 1 11238 663
b 4 0 396 0 1677 474
b 4 0 396 0 1667 485
p 2 0 393 3 10820 674
b 4 0 396 0 1515 389
b 4 0 396 0 1550 420
p 2 0 393 3 11072 641
b 4 0 396 0 1565 480
b 4 0 396 0 1599 486
p 2 0 394 2 12508 688
b 4 0 396 0 1303 397
b 4 0 396 0 1281 400
p 2 0 389 7 10066 617
b 4 0 396 0 1136 381
b 4 0 396 0 1076 386
p 2 0 393 3 9579 621
b 4 0 396 0 891 342
b 4 0 396 0 783 333
p 2 0 389 7 9925 603
b 4 0 396 0 883 399
b 4 0 396 0 1051 468
p 2 0 396 0 11188 666
b 4 0 396 0 665 322
b 4 0 396 0 646 337
p 2 0 392 4 8584 604
b 4 0 396 0 745 314
b 4 0 396 0 811 344
p 2 0 393 3 8928 604
b 4 0 396 0 882 372
b 4 0 396 0 919 363
p 2 0 391 5 9219 600
b 4 0 396 0 1359 456
b 4 0 396 0 1482 489
p 2 0 395 1 11358 674
b 4 0 396 0 1084 384
b 4 0 396 0 896 365
p 2 0 391 5 8895 615
b 4 0 396 0 898 336
b 4 0 396 0 864 376
p 2 0 393 3 8480 608
b 4 0 396 0 795 315
b 4 0 396 0 781 334
p 2 0 393 3 8633 596
b 4 0 396 0 926 428
b 4 0 396 0 1101 457
p 2 0 396 0 10596 654
b 4 0 396 0 1069 361
b 4 0 396 0 977 359
p 2 0 393 3 8699 611
b 4 0 396 0 942 331
b 4 0 396 0 1019 378
p 2 0 394 2 9082 622
b 4 0 396 0 982 357
b 4 0 396 0 877 377
p 2 0 392 4 9524 612
b 4 0 396 0 1035 443
b 4 0 396 0 1156 466
p 2 0 394 2 10967 644
b 4 0 396 0 779 321
b 4 0 396 0 747 346
p 2 0 395 1 8338 591
b 4 0 396 0 568 284
b 4 0 396 0 581 352
p 2 0 392 4 7772 586
b 4 0 396 0 503 288
b 4 0 396 0 454 287
p 2 0 390 6 8241 571
b 4 0 396 0 673 363
b 4 0 396 0 835 435
p 2 0 396 0 10525 648
b 4 0 396 0 592 281
b 4 0 396 0 551 297
p 2 0 395 1 7892 598
b 4 0 396 0 568 291
b 4 0 396 0 579 314
p 2 0 392 4 7505 587
b 4 0 396 0 523 253
b 4 0 396 0 561 334
p 2 0 390 6 7661 579
b 4 0 396 0 692 412
b 4 0 396 0 962 454
p 2 0 395 1 9572 639
b 4 0 396 0 513 255
b 4 0 396 0 544 292
p 2 0 393 3 7479 585
b 4 0 396 0 494 290
b 4 0 396 0 468 284
p 2 0 389 7 7090 587
b 4 0 396 0 535 277
b 4 0 396 0 555 315
p 2 0 385 11 7805 572
b 4 0 396 0 583 381
b 4 0 396 0 780 421
p 2 0 394 2 10190 635
b 4 0 396 0 470 278
b 4 0 396 0 454 295
p 2 0 387 9 7478 578
b 4 0 396 0 534 286
b 4 0 396 0 495 297
p 2 0 392 4 7317 587
b 4 0 396 0 488 296
b 4 0 396 0 625 334
p 2 0 391 5 7517 578
b 4 0 396 0 1394 498
b 4 0 396 0 2321 563
p 2 0 394 2 12751 696
b 4 0 396 0 1965 501
b 4 0 396 0 1672 482
p 2 1 390 5 10272 646
b 4 0 396 0 2150 519
b 4 0 396 0 2138 499
p 2 2 390 4 10858 652
b 4 0 396 0 2226 479
b 4 0 396 0 1983 447
p 2 0 392 4 12134 623
b 4 0 396 0 1856 450
b 4 0 396 0 1928 522
p 2 0 393 3 13701 685
b 4 0 396 0 1759 405
b 4 0 396 0 1705 444
p 2 2 394 0 10709 657
b 4 0 396 0 1370 380
b 4 0 396 0 1291 405
p 2 1 390 5 9329 643
b 4 0 396 0 728 293
b 4 0 396 0 699 340
p 2 0 391 5 9187 599
b 4 0 396 0 1004 426
b 4 0 396 0 1257 464
p 2 0 396 0 11372 659
b 4 0 396 0 872 354
b 4 0 396 0 881 360
p 2 0 394 2 8652 625
b 4 0 396 0 1249 402
b 4 0 396 0 1349 484
p 2 3 389 4 9707 649
b 4 0 396 0 1688 464
b 4 0 396 0 1641 471
p 2 8 377 11 10226 708
b 4 0 396 0 1652 546
b 4 0 396 0 1729 576
p 2 6 390 0 12082 748
b 4 0 396 0 1734 509
b 4 0 396 0 1709 492
p 2 7 385 4 10249 709
b 4 0 396 0 1731 520
b 4 0 396 0 1809 511
p 2 2 387 7 10694 699
b 4 0 396 0 1502 462
b 4 0 396 0 1419 444
p 2 2 389 5 10571 647
b 4 0 396 0 1318 485
b 4 0 396 0 1556 568
p 2 8 386 2 11733 715
b 4 0 396 0 1528 413
b 4 0 396 0 1503 437
p 2 11 380 5 10396 700
i 2 396 0 0 26755 1919
b 4 0 396 0 1652 505
b 4 0 396 0 1836 467
p 2 5 389 2 10100 664
b 4 0 396 0 1822 496
b 4 0 396 0 1768 467
p 2 1 394 1 12424 648
b 4 0 396 0 2905 589
b 4 0 396 0 3108 593
p 2 4 392 0 14002 715
b 4 0 396 0 1693 551
b 4 0 396 0 2193 492
p 2 0 394 2 12622 690
b 4 0 396 0 2435 577
b 4 0 396 0 2750 620
p 2 3 388 5 11427 664
b 4 0 396 0 4310 620
b 4 0 396 0 4345 748
p 2 4 387 5 14220 731
b 4 0 396 0 6188 775
b 4 0 396 0 4696 750
p 2 5 391 0 14342 774
b 4 0 396 0 5934 719
b 4 0 396 0 5029 711
p 2 8 382 6 12693 707
b 4 0 396 0 3215 637
b 4 0 396 0 4533 743
p 2 10 383 3 11496 695
b 4 0 396 0 3446 633
b 4 0 396 0 3340 574
p 2 2 392 2 16432 691
b 4 0 396 0 2617 560
b 4 0 396 0 2610 542
p 2 4 392 0 15271 721
b 4 0 396 0 2095 454
b 4 0 396 0 2288 488
p 2 5 389 2 10726 664
b 4 0 396 0 2059 484
b 4 0 396 0 2089 482
p 2 3 389 4 10064 637
b 4 0 396 0 1581 421
b 4 0 396 0 1167 372
p 2 0 391 5 11041 599
b 4 0 396 0 1742 439
b 4 0 396 0 1890 453
p 2 3 393 0 13818 703
b 4 0 396 0 1967 472
b 4 0 396 0 2124 458
p 2 1 388 7 11393 647
b 4 0 396 0 2036 467
b 4 0 396 0 2426 510
p 2 6 384 6 11454 669
b 4 0 396 0 2140 505
b 4 0 396 0 2057 476
p 2 4 387 5 13624 660
b 4 0 396 0 2076 505
b 4 0 396 0 2230 544
p 2 2 393 1 13508 716
b 4 0 396 0 2276 556
b 4 0 396 0 2493 557
p 2 5 388 3 13562 712
b 4 0 396 0 2571 513
b 4 0 396 0 2754 566
p 2 5 385 6 12029 645
b 4 0 396 0 2086 548
b 4 0 396 0 2805 541
p 2 0 391 5 14704 683
b 4 0 396 0 2028 499
b 4 0 396 0 1637 500
p 2 0 396 0 13572 670
b 4 0 396 0 1490 481
b 4 0 396 0 2393 529
p 2 0 396 0 9357 621
b 4 0 396 0 1268 432
b 4 0 396 0 1427 446
p 2 0 391 5 9848 623
b 4 0 396 0 1120 411
b 4 0 396 0 898 372
p 2 0 394 2 10999 617
b 4 0 396 0 1046 468
b 4 0 396 0 959 416
p 2 0 394 2 12039 660
b 4 0 396 0 920 332
b 4 0 396 0 868 355
p 2 0 395 1 10116 611
b 4 0 396 0 715 356
b 4 0 396 0 717 358
p 2 0 392 4 8396 600
b 4 0 396 0 708 310
b 4 0 396 0 755 354
p 2 0 392 4 9302 595
b 4 0 396 0 1093 440
b 4 0 396 0 753 378
p 2 0 396 0 10569 645
b 4 0 396 0 755 331
b 4 0 396 0 1379 433
p 2 0 394 2 8129 598
b 4 0 396 0 1032 410
b 4 0 396 0 808 352
p 2 0 393 3 8884 594
b 4 0 396 0 589 323
b 4 0 396 0 616 369
p 2 0 391 5 9207 590
b 4 0 396 0 934 432
b 4 0 396 0 793 432
p 2 0 394 2 10257 643
b 4 0 396 0 502 334
b 4 0 396 0 555 313
p 2 0 388 8 8312 593
b 4 0 396 0 562 328
b 4 0 396 0 586 328
p 2 0 395 1 7476 594
b 4 0 396 0 502 314
b 4 0 396 0 611 340
p 2 0 391 5 8488 592
b 4 0 396 0 1068 461
b 4 0 396 0 772 409
p 2 0 395 1 9878 630
b 4 0 396 0 601 320
b 4 0 396 0 654 316
p 2 0 394 2 8093 596
b 4 0 396 0 660 319
b 4 0 396 0 713 338
p 2 0 388 8 7949 600
b 4 0 396 0 576 278
b 4 0 396 0 695 323
p 2 0 393 3 8858 590
b 4 0 396 0 1136 445
b 4 0 396 0 973 415
p 2 1 394 1 10787 645
b 4 0 396 0 774 325
b 4 0 396 0 828 337
p 2 0 387 9 8193 597
b 4 0 396 0 730 339
b 4 0 396 0 741 348
p 2 0 391 5 8122 605
b 4 0 396 0 730 314
b 4 0 396 0 860 368
p 2 0 392 4 9442 610
b 4 0 396 0 1119 441
b 4 0 396 0 960 408
p 2 0 396 0 10537 656
b 4 0 396 0 784 357
b 4 0 396 0 842 378
p 2 0 393 3 8234 605
b 4 0 396 0 759 337
b 4 0 396 0 825 360
p 2 0 390 6 8858 601
b 4 0 396 0 709 338
b 4 0 396 0 730 377
p 2 0 394 2 10102 597
b 4 0 396 0 1135 428
b 4 0 396 0 1284 429
p 2 0 396 0 10630 650
b 4 0 396 0 778 347
b 4 0 396 0 782 319
p 2 0 393 3 8817 608
b 4 0 396 0 823 336
b 4 0 396 0 864 345
p 2 1 389 6 8893 605
b 4 0 396 0 741 287
b 4 0 396 0 823 330
p 2 0 392 4 10539 612
b 4 0 396 0 1490 453
b 4 0 396 0 1165 400
p 2 0 396 0 11359 660
b 4 0 396 0 1065 408
b 4 0 396 0 1105 389
p 2 2 390 4 9414 632
b 4 0 396 0 1077 408
b 4 0 396 0 960 332
p 2 0 391 5 11152 628
b 4 0 396 0 1357 426
b 4 0 396 0 1331 425
p 2 1 390 5 11296 624
b 4 0 396 0 1623 457
b 4 0 396 0 1452 442
p 2 2 394 0 12129 671
b 4 0 396 0 1070 400
b 4 0 396 0 1222 377
p 2 5 388 3 9139 637
b 4 0 396 0 1082 421
b 4 0 396 0 1076 358
p 2 4 388 4 9941 636
b 4 0 396 0 1183 385
b 4 0 396 0 1160 402
p 2 0 394 2 10720 624
b 4 0 396 0 1306 451
b 4 0 396 0 1220 445
p 2 0 394 2 11835 661
b 4 0 396 0 966 401
b 4 0 396 0 975 382
p 2 0 389 7 9216 619
b 4 0 396 0 813 322
b 4 0 396 0 943 355
p 2 0 391 5 9407 618
b 4 0 396 0 846 309
b 4 0 396 0 842 352
p 2 0 393 3 10555 606
b 4 0 396 0 1240 463
b 4 0 396 0 2243 536
p 2 0 396 0 10784 653
b 4 0 396 0 827 365
b 4 0 396 0 936 381
p 2 0 393 3 8747 623
b 4 0 396 0 822 358
b 4 0 396 0 826 356
p 2 0 392 4 9585 616
b 4 0 396 0 584 306
b 4 0 396 0 731 353
p 2 0 392 4 9454 600
b 4 0 396 0 1137 450
b 4 0 396 0 776 403
p 2 0 396 0 10624 651
b 4 0 396 0 901 363
b 4 0 396 0 1059 354
p 2 0 395 1 10171 652
b 4 0 396 0 1891 518
b 4 0 396 0 1967 524
p 2 2 394 0 11831 709
b 4 0 396 0 2032 550
b 4 0 396 0 1937 512
p 2 2 394 0 12663 688
b 4 0 396 0 1615 495
b 4 0 396 0 1635 499
p 2 1 395 0 14431 711
b 4 0 396 0 1564 430
b 4 0 396 0 1948 493
p 2 0 393 3 10827 629
b 4 0 396 0 1742 455
b 4 0 396 0 1846 444
p 2 0 395 1 12698 649
b 4 0 396 0 1504 436
b 4 0 396 0 1638 453
p 2 0 394 2 14240 633
b 4 0 396 0 2022 540
b 4 0 396 0 1802 523
p 2 0 396 0 13059 690
b 4 0 396 0 2292 632
b 4 0 396 0 2947 630
p 2 1 394 1 14545 746
b 4 0 396 0 2318 651
b 4 0 396 0 2702 548
p 2 1 395 0 14598 728
b 4 0 396 0 3680 621
b 4 0 396 0 2488 551
p 2 0 394 2 14740 671
b 4 0 396 0 2799 608
b 4 0 396 0 1739 519
p 2 0 395 1 14857 716
i 2 396 0 0 27004 1928
b 4 0 396 0 2039 521
b 4 0 396 0 1449 454
p 2 0 380 16 10028 594
b 4 0 396 0 1569 419
b 4 0 396 0 2047 521
p 2 0 382 14 9749 596
b 4 0 396 0 1828 506
b 4 0 396 0 3244 553
p 2 1 395 0 14900 710
b 4 0 396 0 1454 412
b 4 0 396 0 1518 446
p 2 1 390 5 10949 624
b 4 0 396 0 1439 435
b 4 0 396 0 1376 449
p 2 8 373 15 8862 632
b 4 0 396 0 1478 458
b 4 0 396 0 1480 447
p 2 10 364 22 9614 657
b 4 0 396 0 1677 502
b 4 0 396 0 1713 448
p 2 6 390 0 15870 745
b 4 0 396 0 1425 462
b 4 0 396 0 1576 493
p 2 6 382 8 11035 641
b 4 0 396 0 1646 425
b 4 0 396 0 1549 451
p 2 3 384 9 8796 606
b 4 0 396 0 1143 413
b 4 0 396 0 1221 378
p 2 0 380 16 8947 599
b 4 0 396 0 2538 527
b 4 0 396 0 1595 446
p 2 0 395 1 13411 700
b 4 0 396 0 1109 355
b 4 0 396 0 1107 372
p 2 0 386 10 10024 611
b 4 0 396 0 1107 384
b 4 0 396 0 1376 404
p 2 0 387 9 8820 611
b 4 0 396 0 1294 413
b 4 0 396 0 1242 411
p 2 1 373 22 7898 587
b 4 0 396 0 1182 472
b 4 0 396 0 1417 442
p 2 0 396 0 12752 683
b 4 0 396 0 1584 466
b 4 0 396 0 1336 410
p 2 1 388 7 9599 587
b 4 0 396 0 1771 497
b 4 0 396 0 1968 527
p 2 1 386 9 8979 611
b 4 0 396 0 1401 386
b 4 0 396 0 1507 420
p 2 0 382 14 9146 593
b 4 0 396 0 1237 446
b 4 0 396 0 1416 445
p 2 0 395 1 13058 692
b 4 0 396 0 1314 425
b 4 0 396 0 1569 439
p 2 2 378 16 10563 617
b 4 0 396 0 1362 398
b 4 0 396 0 1461 455
p 2 3 376 17 9391 603
b 4 0 396 0 2594 473
b 4 0 396 0 1477 414
p 2 1 363 32 8315 565
b 4 0 396 0 2103 493
b 4 0 396 0 1815 421
p 2 1 395 0 13978 697
b 4 0 396 0 1179 355
b 4 0 396 0 1139 392
p 2 0 381 15 9882 581
b 4 0 396 0 881 331
b 4 0 396 0 900 347
p 2 1 370 25 7666 572
b 4 0 396 0 800 337
b 4 0 396 0 1033 385
p 2 0 372 24 7814 575
b 4 0 396 0 965 458
b 4 0 396 0 1388 421
p 2 0 395 1 12313 664
b 4 0 396 0 691 250
b 4 0 396 0 924 338
p 2 0 381 15 9869 566
b 4 0 396 0 783 279
b 4 0 396 0 920 342
p 2 0 373 23 8079 563
b 4 0 396 0 940 301
b 4 0 396 0 1481 431
p 2 0 376 20 8787 581
b 4 0 396 0 1179 430
b 4 0 396 0 1131 388
p 2 0 396 0 12680 672
b 4 0 396 0 836 343
b 4 0 396 0 903 346
p 2 0 374 22 8651 553
b 4 0 396 0 662 315
b 4 0 396 0 661 295
p 2 0 373 23 7184 545
b 4 0 396 0 672 298
b 4 0 396 0 765 308
p 2 0 370 26 7667 540
b 4 0 396 0 1016 448
b 4 0 396 0 1088 375
p 2 0 396 0 12721 659
b 4 0 396 0 1367 369
b 4 0 396 0 1341 388
p 2 0 390 6 10893 600
b 4 0 396 0 1496 391
b 4 0 396 0 1592 391
p 2 0 378 18 9468 575
b 4 0 396 0 1708 411
b 4 0 396 0 2107 487
p 2 1 379 16 11475 624
b 4 0 396 0 3695 580
b 4 0 396 0 2818 505
p 2 0 396 0 14973 701
b 4 0 396 0 1672 391
b 4 0 396 0 1336 412
p 2 0 386 10 10684 600
b 4 0 396 0 1653 418
b 4 0 396 0 1660 449
p 2 0 381 15 9815 587
b 4 0 396 0 1743 426
b 4 0 396 0 1723 473
p 2 0 378 18 9764 598
b 4 0 396 0 1923 528
b 4 0 396 0 1915 448
p 2 0 395 1 14330 685
b 4 0 396 0 1595 458
b 4 0 396 0 1435 449
p 2 1 388 7 12058 636
b 4 0 396 0 1414 447
b 4 0 396 0 1759 558
p 2 1 383 12 10676 630
b 4 0 396 0 1698 497
b 4 0 396 0 2314 564
p 2 1 378 17 10490 641
b 4 0 396 0 2593 599
b 4 0 396 0 2652 577
p 2 0 395 1 14687 723
b 4 0 396 0 1645 503
b 4 0 396 0 1441 501
p 2 0 385 11 11657 616
b 4 0 396 0 1664 438
b 4 0 396 0 1556 444
p 2 0 380 16 10669 599
b 4 0 396 0 1841 427
b 4 0 396 0 1755 462
p 2 0 378 18 11505 607
b 4 0 396 0 2221 508
b 4 0 396 0 2506 497
p 2 4 392 0 15659 721
b 4 0 396 0 2206 468
b 4 0 396 0 2069 475
p 2 1 389 6 13583 648
b 4 0 396 0 2021 475
b 4 0 396 0 1871 482
p 2 0 375 21 11022 617
b 4 0 396 0 2116 506
b 4 0 396 0 1649 468
p 2 0 376 20 11644 630
b 4 0 396 0 2341 570
b 4 0 396 0 2699 515
p 2 0 396 0 16243 731
b 4 0 396 0 2085 498
b 4 0 396 0 2025 499
p 2 1 382 13 13449 663
b 4 0 396 0 2474 526
b 4 0 396 0 2307 552
p 2 1 378 17 12930 652
b 4 0 396 0 3134 611
b 4 0 396 0 2972 603
p 2 5 379 12 13817 696
b 4 0 396 0 3925 679
b 4 0 396 0 4634 676
p 2 5 391 0 20440 816
b 4 0 396 0 3472 625
b 4 0 396 0 3068 589
p 2 8 377 11 15700 728
b 4 0 396 0 2983 578
b 4 0 396 0 2831 581
p 2 5 376 15 12627 695
b 4 0 396 0 2735 542
b 4 0 396 0 2221 535
p 2 0 377 19 12589 662
b 4 0 396 0 2715 591
b 4 0 396 0 3179 539
p 2 2 391 3 16765 731
b 4 0 396 0 2264 510
b 4 0 396 0 2013 489
p 2 1 383 12 12967 642
b 4 0 396 0 2315 458
b 4 0 396 0 2169 479
p 2 0 382 14 12340 628
b 4 0 396 0 2399 462
b 4 0 396 0 1920 461
p 2 0 377 19 12246 614
b 4 0 396 0 2701 587
b 4 0 396 0 3057 531
p 2 2 393 1 17304 745
b 4 0 396 0 2322 485
b 4 0 396 0 2163 508
p 2 1 387 8 13695 654
b 4 0 396 0 2221 484
b 4 0 396 0 1979 533
p 2 0 378 18 11775 629
b 4 0 396 0 2652 539
b 4 0 396 0 2337 556
p 2 5 373 18 12341 683
b 4 0 396 0 3167 656
b 4 0 396 0 3610 605
p 2 1 395 0 18034 789
b 4 0 396 0 2779 559
b 4 0 396 0 2372 510
p 2 2 385 9 13968 662
b 4 0 396 0 2858 530
b 4 0 396 0 2416 534
p 2 0 384 12 12240 634
b 4 0 396 0 2737 533
b 4 0 396 0 2268 532
p 2 0 378 18 12660 640
b 4 0 396 0 2866 611
b 4 0 396 0 3336 578
p 2 0 395 1 17485 730
b 4 0 396 0 2819 549
b 4 0 396 0 2540 583
p 2 0 386 10 14897 692
b 4 0 396 0 2557 593
b 4 0 396 0 2197 555
p 2 0 382 14 11891 664
b 4 0 396 0 2721 561
b 4 0 396 0 2312 558
p 2 0 375 21 12800 667
b 4 0 396 0 2516 590
b 4 0 396 0 2989 557
p 2 1 393 2 17261 751
b 4 0 396 0 2035 525
b 4 0 396 0 1817 489
p 2 0 388 8 12928 644
b 4 0 396 0 2065 488
b 4 0 396 0 2064 515
p 2 2 375 19 11826 658
b 4 0 396 0 2204 467
b 4 0 396 0 1805 491
p 2 1 379 16 11870 645
b 4 0 396 0 2242 564
b 4 0 396 0 2607 490
p 2 2 394 0 15721 732
i 2 396 0 0 26756 1924
b 4 0 396 0 2168 480
b 4 0 396 0 2267 476
p 2 3 388 5 12363 672
b 4 0 396 0 2069 454
b 4 0 396 0 2103 430
p 2 1 390 5 11672 638
b 4 0 396 0 1744 422
b 4 0 396 0 1903 406
p 2 0 385 11 11773 621
b 4 0 396 0 2357 492
b 4 0 396 0 2108 539
p 2 1 395 0 14450 698
b 4 0 396 0 1800 441
b 4 0 396 0 2097 484
p 2 1 394 1 12044 663
b 4 0 396 0 2021 454
b 4 0 396 0 2281 488
p 2 1 390 5 12579 660
b 4 0 396 0 2103 510
b 4 0 396 0 2222 477
p 2 2 386 8 12412 636
b 4 0 396 0 2574 527
b 4 0 396 0 2142 518
p 2 1 395 0 14853 704
b 4 0 396 0 1569 407
b 4 0 396 0 1711 420
p 2 0 394 2 10978 633
b 4 0 396 0 1746 433
b 4 0 396 0 1826 441
p 2 0 389 7 11447 633
b 4 0 396 0 1826 448
b 4 0 396 0 1964 456
p 2 1 392 3 12162 663
b 4 0 396 0 2560 519
b 4 0 396 0 2337 527
p 2 2 394 0 14946 724
b 4 0 396 0 1607 441
b 4 0 396 0 1663 450
p 2 0 394 2 11828 659
b 4 0 396 0 1389 400
b 4 0 396 0 1456 420
p 2 0 389 7 11269 629
b 4 0 396 0 1624 428
b 4 0 396 0 1636 408
p 2 1 390 5 11677 643
b 4 0 396 0 2204 533
b 4 0 396 0 2023 522
p 2 2 394 0 14398 704
b 4 0 396 0 1894 473
b 4 0 396 0 2017 480
p 2 0 393 3 11669 662
b 4 0 396 0 1882 458
b 4 0 396 0 2041 478
p 2 1 389 6 11805 653
b 4 0 396 0 2024 440
b 4 0 396 0 1996 446
p 2 3 381 12 11574 636
b 4 0 396 0 2332 504
b 4 0 396 0 2155 551
p 2 1 393 2 14191 706
b 4 0 396 0 1859 462
b 4 0 396 0 1952 470
p 2 2 391 3 11372 680
b 4 0 396 0 1725 449
b 4 0 396 0 2003 474
p 2 0 388 8 11348 655
b 4 0 396 0 1619 440
b 4 0 396 0 1670 443
p 2 0 392 4 11088 644
b 4 0 396 0 2481 559
b 4 0 396 0 2364 584
p 2 2 394 0 13616 723
b 4 0 396 0 2281 496
b 4 0 396 0 2406 501
p 2 1 394 1 11751 693
b 4 0 396 0 2208 482
b 4 0 396 0 2203 479
p 2 0 385 11 11359 669
b 4 0 396 0 1707 480
b 4 0 396 0 1802 449
p 2 1 385 10 10566 647
b 4 0 396 0 1904 545
b 4 0 396 0 1989 549
p 2 0 395 1 13151 713
b 4 0 396 0 1748 476
b 4 0 396 0 1627 476
p 2 0 394 2 11143 666
b 4 0 396 0 1593 471
b 4 0 396 0 1612 464
p 2 0 387 9 10464 648
b 4 0 396 0 1777 428
b 4 0 396 0 1852 469
p 2 0 389 7 10949 643
b 4 0 396 0 2088 530
b 4 0 396 0 2062 544
p 2 0 395 1 13500 710
b 4 0 396 0 1827 437
b 4 0 396 0 1897 461
p 2 0 394 2 10690 668
b 4 0 396 0 1986 473
b 4 0 396 0 2249 489
p 2 3 385 8 10896 671
b 4 0 396 0 2289 520
b 4 0 396 0 2312 462
p 2 3 387 6 11796 663
b 4 0 396 0 2722 555
b 4 0 396 0 2478 532
p 2 0 396 0 14237 699
b 4 0 396 0 2033 442
b 4 0 396 0 2064 476
p 2 1 392 3 11441 658
b 4 0 396 0 2208 462
b 4 0 396 0 2453 478
p 2 0 391 5 11468 641
b 4 0 396 0 2205 476
b 4 0 396 0 2253 450
p 2 1 386 9 11811 645
b 4 0 396 0 2566 514
b 4 0 396 0 2369 576
p 2 1 393 2 14041 700
b 4 0 396 0 2439 488
b 4 0 396 0 2618 524
p 2 2 390 4 11960 679
b 4 0 396 0 2618 522
b 4 0 396 0 2812 549
p 2 7 382 7 11493 700
b 4 0 396 0 2961 568
b 4 0 396 0 3107 594
p 2 8 368 20 12518 747
b 4 0 396 0 3155 662
p 2 6 390 0 15660 795
b 4 0 396 0 2663 591
b 4 0 396 0 2385 537
p 2 11 375 10 13134 753
b 4 0 396 0 2684 557
b 4 0 396 0 2618 581
p 2 8 350 38 11591 706
b 4 0 396 0 2810 545
b 4 0 396 0 2363 485
p 2 13 346 37 11452 697
b 4 0 396 0 2806 591
b 4 0 396 0 2878 543
p 2 1 394 1 14776 717
b 4 0 396 0 2239 474
b 4 0 396 0 1743 434
p 2 1 389 6 11597 646
b 4 0 396 0 1975 405
b 4 0 396 0 1978 431
p 2 2 373 21 10295 616
b 4 0 396 0 2224 447
b 4 0 396 0 1897 445
p 2 4 366 26 9831 598
b 4 0 396 0 1914 513
b 4 0 396 0 1932 488
p 2 2 393 1 13789 702
b 4 0 396 0 1276 408
b 4 0 396 0 1173 408
p 2 0 379 17 10142 580
b 4 0 396 0 1114 362
b 4 0 396 0 1154 383
p 2 0 374 22 8653 574
b 4 0 396 0 1373 372
b 4 0 396 0 1314 410
p 2 0 365 31 8467 562
b 4 0 396 0 1886 500
b 4 0 396 0 1895 474
p 2 4 390 2 13654 705
b 4 0 396 0 1916 426
b 4 0 396 0 1675 426
p 2 0 387 9 11286 613
b 4 0 396 0 1623 441
b 4 0 396 0 1605 426
p 2 1 367 28 9013 581
b 4 0 396 0 1415 380
b 4 0 396 0 1379 373
p 2 3 358 35 8683 571
b 4 0 396 0 1341 467
b 4 0 396 0 1341 423
p 2 2 394 0 12375 669
b 4 0 396 0 867 343
b 4 0 396 0 1040 401
p 2 0 380 16 8876 573
b 4 0 396 0 885 348
b 4 0 396 0 1043 351
p 2 0 371 25 8675 572
b 4 0 396 0 933 352
b 4 0 396 0 1000 387
p 2 0 375 21 8158 566
b 4 0 396 0 1177 433
b 4 0 396 0 1426 418
p 2 2 394 0 12966 680
b 4 0 396 0 909 312
b 4 0 396 0 788 320
p 2 0 377 19 8745 545
b 4 0 396 0 936 313
b 4 0 396 0 1110 349
p 2 0 375 21 8440 562
b 4 0 396 0 1268 336
b 4 0 396 0 1290 365
p 2 1 365 30 8856 555
b 4 0 396 0 1421 446
b 4 0 396 0 1553 431
p 2 1 394 1 12705 676
b 4 0 396 0 1832 348
b 4 0 396 0 1799 386
p 2 6 377 13 10410 611
b 4 0 396 0 1962 392
b 4 0 396 0 1748 394
p 2 7 365 24 9129 626
b 4 0 396 0 1857 399
b 4 0 396 0 1717 423
p 2 9 356 31 9344 628
b 4 0 396 0 2155 547
b 4 0 396 0 2228 469
p 2 6 389 1 14532 740
b 4 0 396 0 1842 422
b 4 0 396 0 1441 400
p 2 5 379 12 10432 617
b 4 0 396 0 1422 333
b 4 0 396 0 1424 375
p 2 0 381 15 8809 563
b 4 0 396 0 1644 400
b 4 0 396 0 1532 406
p 2 6 356 34 9110 577
b 4 0 396 0 2012 505
b 4 0 396 0 2060 471
p 2 4 392 0 14149 708
b 4 0 396 0 2049 410
b 4 0 396 0 1767 427
p 2 3 375 18 11150 634
b 4 0 396 0 1981 476
b 4 0 396 0 1953 454
