# XviD 2pass stat file (core version 1.3.2)
# Please do not modify this file

b 4 0 396 0 1108 299
b 4 0 396 0 1302 318
p 2 1 346 49 7626 525
b 4 0 396 0 1067 291
b 4 0 396 0 1080 308
p 2 0 345 51 6841 522
b 4 0 396 0 1044 470
b 4 0 396 0 1288 461
p 2 0 392 4 12406 613
b 4 0 396 0 1197 415
b 4 0 396 0 1013 356
p 2 0 380 16 8872 555
b 4 0 396 0 868 315
b 4 0 396 0 976 308
p 2 0 354 42 7302 533
b 4 0 396 0 841 320
b 4 0 396 0 975 331
p 2 0 351 45 6872 529
b 4 0 396 0 1020 478
b 4 0 396 0 1212 463
p 2 0 396 0 12614 614
b 4 0 396 0 896 308
b 4 0 396 0 910 323
p 2 0 370 26 8618 542
b 4 0 396 0 755 285
b 4 0 396 0 913 293
p 2 0 372 24 6978 543
b 4 0 396 0 795 291
b 4 0 396 0 911 315
p 2 0 339 57 5935 521
b 4 0 396 0 1043 486
b 4 0 396 0 1270 478
p 2 0 395 1 12145 617
b 4 0 396 0 1026 313
b 4 0 396 0 982 321
p 2 0 368 28 8383 536
b 4 0 396 0 969 306
b 4 0 396 0 1116 348
p 2 0 355 41 7197 533
b 4 0 396 0 927 273
b 4 0 396 0 1037 276
p 2 0 350 46 6607 525
b 4 0 396 0 1140 467
b 4 0 396 0 1373 476
p 2 0 395 1 12689 626
b 4 0 396 0 1101 317
b 4 0 396 0 1067 324
p 2 0 373 23 8958 536
b 4 0 396 0 937 330
b 4 0 396 0 954 279
p 2 0 392 4 7879 572
b 4 0 396 0 764 287
b 4 0 396 0 938 302
p 2 0 362 34 6974 538
b 4 0 396 0 1051 472
b 4 0 396 0 1392 501
p 2 0 395 1 12354 617
b 4 0 396 0 966 306
b 4 0 396 0 993 345
p 2 0 376 20 8515 541
b 4 0 396 0 854 283
b 4 0 396 0 997 309
p 2 0 346 50 6760 525
b 4 0 396 0 758 287
b 4 0 396 0 826 287
p 2 0 350 46 5921 524
b 4 0 396 0 990 473
b 4 0 396 0 1192 462
p 2 0 394 2 11914 620
b 4 0 396 0 950 333
b 4 0 396 0 894 321
p 2 0 393 3 8483 564
b 4 0 396 0 746 299
b 4 0 396 0 868 294
p 2 0 359 37 6325 532
b 4 0 396 0 759 293
b 4 0 396 0 840 302
p 2 0 352 44 5663 527
b 4 0 396 0 945 465
b 4 0 396 0 1177 474
p 2 0 395 1 11921 623
b 4 0 396 0 944 357
b 4 0 396 0 898 392
p 2 0 377 19 8006 550
b 4 0 396 0 757 334
b 4 0 396 0 860 321
p 2 0 363 33 6098 538
b 4 0 396 0 667 282
b 4 0 396 0 729 307
p 2 0 362 34 5399 538
b 4 0 396 0 844 464
b 4 0 396 0 1109 473
p 2 0 396 0 11616 616
b 4 0 396 0 883 334
b 4 0 396 0 861 331
p 2 0 375 21 7792 541
b 4 0 396 0 701 277
b 4 0 396 0 778 299
p 2 0 367 29 6068 537
b 4 0 396 0 696 290
b 4 0 396 0 706 295
p 2 0 345 51 5281 519
b 4 0 396 0 813 461
b 4 0 396 0 1144 470
p 2 0 395 1 11589 618
b 4 0 396 0 870 314
b 4 0 396 0 889 333
p 2 0 369 27 7763 544
b 4 0 396 0 683 273
b 4 0 396 0 796 316
p 2 0 356 40 5961 531
b 4 0 396 0 785 306
b 4 0 396 0 739 284
p 2 0 353 43 5213 527
b 4 0 396 0 931 469
b 4 0 396 0 1152 472
p 2 0 394 2 11556 622
b 4 0 396 0 919 329
b 4 0 396 0 875 333
p 2 0 371 25 7999 548
b 4 0 396 0 727 286
b 4 0 396 0 803 293
p 2 0 366 30 6066 538
b 4 0 396 0 751 292
b 4 0 396 0 755 268
p 2 0 357 39 5381 530
b 4 0 396 0 858 471
b 4 0 396 0 1087 475
p 2 0 395 1 11641 621
b 4 0 396 0 926 335
b 4 0 396 0 853 325
p 2 0 373 23 7813 538
b 4 0 396 0 759 312
b 4 0 396 0 767 298
p 2 0 357 39 6103 535
b 4 0 396 0 734 298
b 4 0 396 0 796 297
p 2 0 335 61 5593 519
b 4 0 396 0 923 453
b 4 0 396 0 1165 453
p 2 0 396 0 11866 619
b 4 0 396 0 1010 328
b 4 0 396 0 971 347
p 2 0 374 22 8040 546
b 4 0 396 0 803 300
b 4 0 396 0 884 312
p 2 0 364 32 6180 535
b 4 0 396 0 852 302
b 4 0 396 0 955 337
p 2 0 352 44 5837 524
b 4 0 396 0 1042 473
b 4 0 396 0 1300 475
p 2 0 394 2 11988 616
i 2 396 0 0 31330 2000
b 4 0 396 0 1207 374
b 4 0 396 0 1083 332
p 2 0 382 14 8204 563
b 4 0 396 0 1031 317
b 4 0 396 0 1019 351
p 2 1 384 11 8011 560
b 4 0 396 0 907 295
b 4 0 396 0 890 343
p 2 1 381 14 7295 559
b 4 0 396 0 999 461
b 4 0 396 0 1635 451
p 2 0 396 0 10634 625
b 4 0 396 0 1044 348
b 4 0 396 0 1003 337
p 2 0 387 9 7715 558
b 4 0 396 0 1125 336
b 4 0 396 0 977 321
p 2 0 382 14 7966 557
b 4 0 396 0 1033 322
b 4 0 396 0 1026 320
p 2 0 379 17 8041 548
b 4 0 396 0 1132 454
b 4 0 396 0 1761 480
p 2 0 395 1 11091 622
b 4 0 396 0 1018 340
b 4 0 396 0 1025 363
p 2 0 385 11 7794 562
b 4 0 396 0 936 303
b 4 0 396 0 931 351
p 2 0 387 9 8093 569
b 4 0 396 0 893 332
b 4 0 396 0 867 353
p 2 0 386 10 7749 562
b 4 0 396 0 1080 466
b 4 0 396 0 1645 469
p 2 0 396 0 10738 622
b 4 0 396 0 992 345
b 4 0 396 0 982 342
p 2 0 389 7 7634 572
b 4 0 396 0 887 332
b 4 0 396 0 881 337
p 2 0 380 16 7713 563
b 4 0 396 0 917 317
b 4 0 396 0 914 331
p 2 0 384 12 7418 555
b 4 0 396 0 1077 451
b 4 0 396 0 1602 482
p 2 0 395 1 10551 622
b 4 0 396 0 1023 356
b 4 0 396 0 1063 403
p 2 0 386 10 7325 571
b 4 0 396 0 842 305
b 4 0 396 0 824 344
p 2 0 392 4 7479 564
b 4 0 396 0 845 329
b 4 0 396 0 818 333
p 2 0 386 10 7147 567
b 4 0 396 0 901 445
b 4 0 396 0 1547 454
p 2 0 393 3 10107 614
b 4 0 396 0 970 340
b 4 0 396 0 956 340
p 2 0 393 3 7312 566
b 4 0 396 0 973 316
b 4 0 396 0 922 348
p 2 0 378 18 7618 556
b 4 0 396 0 838 319
b 4 0 396 0 813 327
p 2 0 386 10 7350 560
b 4 0 396 0 932 450
b 4 0 396 0 1608 461
p 2 0 395 1 10057 612
b 4 0 396 0 935 337
b 4 0 396 0 854 328
p 2 0 383 13 7290 564
b 4 0 396 0 855 295
b 4 0 396 0 817 328
p 2 0 379 17 7486 560
b 4 0 396 0 910 321
b 4 0 396 0 947 324
p 2 0 383 13 7345 560
b 4 0 396 0 1146 457
b 4 0 396 0 1651 456
p 2 0 396 0 10727 609
b 4 0 396 0 1133 331
b 4 0 396 0 1197 340
p 2 0 392 4 7842 566
b 4 0 396 0 919 350
p 2 0 378 18 6912 544
i 2 396 0 0 26939 1976
b 4 0 396 0 3683 548
b 4 0 396 0 3675 536
p 2 3 350 43 14506 658
b 4 0 396 0 4015 636
b 4 0 396 0 3694 602
p 2 3 393 0 20698 766
b 4 0 396 0 3227 546
b 4 0 396 0 3564 549
p 2 5 387 4 13990 714
b 4 0 396 0 3248 567
b 4 0 396 0 3172 548
p 2 4 368 24 12589 690
b 4 0 396 0 3074 548
b 4 0 396 0 3117 511
p 2 0 360 36 13662 664
b 4 0 396 0 3115 555
p 2 13 383 0 18024 782
b 4 0 396 0 2246 466
b 4 0 396 0 2299 475
p 2 10 379 7 13926 716
b 4 0 396 0 2339 514
b 4 0 396 0 2292 510
p 2 2 368 26 10996 635
b 4 0 396 0 2231 480
b 4 0 396 0 2394 485
p 2 7 349 40 12159 637
b 4 0 396 0 3445 610
b 4 0 396 0 3915 602
p 2 9 386 1 19319 794
b 4 0 396 0 2600 503
b 4 0 396 0 2704 526
p 2 8 384 4 14572 723
b 4 0 396 0 2591 478
b 4 0 396 0 2701 471
p 2 4 357 35 12318 664
b 4 0 396 0 2521 459
b 4 0 396 0 2868 499
p 2 9 342 45 11595 653
b 4 0 396 0 3209 587
b 4 0 396 0 3937 573
p 2 6 390 0 18308 765
b 4 0 396 0 2996 546
b 4 0 396 0 3019 505
p 2 18 369 9 14184 765
b 4 0 396 0 2920 518
b 4 0 396 0 3153 551
p 2 8 352 36 11255 687
b 4 0 396 0 2904 500
p 2 11 362 23 10717 695
b 4 0 396 0 2280 456
p 2 18 364 14 10369 671
b 4 0 396 0 2848 583
p 2 18 378 0 16875 775
b 4 0 396 0 2403 592
p 2 17 377 2 11331 742
b 4 0 396 0 2670 576
p 2 14 370 12 12086 738
b 4 0 396 0 2834 594
b 4 0 396 0 2794 596
p 2 11 371 14 11026 734
b 4 0 396 0 2860 629
b 4 0 396 0 3000 560
p 2 13 363 20 12516 720
b 4 0 396 0 3383 647
b 4 0 396 0 2968 641
p 2 10 386 0 17201 800
b 4 0 396 0 2778 551
b 4 0 396 0 2750 523
p 2 8 382 6 12133 707
b 4 0 396 0 2677 529
b 4 0 396 0 2812 514
p 2 8 373 15 11481 691
b 4 0 396 0 3231 567
b 4 0 396 0 3160 566
p 2 6 370 20 12048 685
b 4 0 396 0 3369 657
b 4 0 396 0 2786 626
p 2 7 389 0 17122 797
b 4 0 396 0 2759 593
b 4 0 396 0 2839 604
p 2 4 387 5 13245 729
b 4 0 396 0 2725 612
b 4 0 396 0 2715 570
p 2 2 385 9 12119 705
b 4 0 396 0 2742 581
b 4 0 396 0 2641 573
p 2 0 383 13 12941 686
b 4 0 396 0 3508 677
b 4 0 396 0 2851 634
p 2 9 387 0 17418 805
b 4 0 396 0 2516 542
b 4 0 396 0 2589 530
p 2 4 389 3 12252 710
b 4 0 396 0 2813 618
b 4 0 396 0 2900 599
p 2 0 383 13 12132 693
b 4 0 396 0 2575 560
b 4 0 396 0 2400 524
p 2 0 383 13 12938 659
b 4 0 396 0 3054 617
b 4 0 396 0 2545 594
p 2 1 394 1 15962 749
b 4 0 396 0 2693 584
b 4 0 396 0 2844 581
p 2 1 387 8 14037 702
b 4 0 396 0 2441 544
b 4 0 396 0 2423 543
p 2 2 386 8 11742 649
b 4 0 396 0 2462 566
b 4 0 396 0 2412 522
p 2 1 389 6 13696 678
b 4 0 396 0 2999 590
b 4 0 396 0 2594 600
p 2 1 395 0 16627 741
b 4 0 396 0 2468 545
b 4 0 396 0 2457 558
p 2 8 386 2 12464 727
b 4 0 396 0 2987 638
b 4 0 396 0 3150 636
p 2 6 385 5 13247 752
b 4 0 396 0 3055 618
b 4 0 396 0 2794 602
p 2 3 380 13 13368 706
b 4 0 396 0 3493 616
b 4 0 396 0 2913 636
p 2 4 391 1 16652 766
b 4 0 396 0 2316 544
b 4 0 396 0 2278 519
p 2 0 394 2 11910 688
b 4 0 396 0 2540 581
b 4 0 396 0 2603 522
p 2 5 389 2 13344 722
b 4 0 396 0 2248 520
b 4 0 396 0 2190 534
p 2 6 388 2 12225 707
b 4 0 396 0 2779 599
b 4 0 396 0 2572 600
p 2 1 393 2 16162 757
b 4 0 396 0 2416 544
b 4 0 396 0 2521 538
p 2 6 388 2 13165 732
b 4 0 396 0 2732 578
b 4 0 396 0 2963 600
p 2 5 388 3 12394 710
b 4 0 396 0 2548 535
p 2 15 365 16 11723 731
b 4 0 396 0 2683 548
p 2 13 352 31 12736 710
b 4 0 396 0 3005 656
p 2 15 381 0 17245 834
b 4 0 396 0 3087 643
b 4 0 396 0 3082 621
p 2 3 391 2 13898 773
b 4 0 396 0 2828 640
b 4 0 396 0 2965 603
p 2 6 387 3 14001 761
b 4 0 396 0 2355 548
b 4 0 396 0 2279 530
p 2 0 384 12 12458 680
b 4 0 396 0 2824 601
b 4 0 396 0 2218 580
p 2 0 396 0 16172 734
b 4 0 396 0 1668 493
b 4 0 396 0 1609 473
p 2 0 394 2 11463 642
b 4 0 396 0 1584 464
b 4 0 396 0 1804 471
p 2 3 393 0 11854 662
b 4 0 396 0 1995 439
b 4 0 396 0 2281 504
p 2 3 389 4 13249 684
b 4 0 396 0 2715 519
p 2 15 381 0 17572 759
b 4 0 396 0 2422 482
b 4 0 396 0 2157 476
p 2 4 388 4 13493 675
b 4 0 396 0 2390 488
b 4 0 396 0 2301 444
p 2 6 382 8 11234 645
b 4 0 396 0 2564 484
b 4 0 396 0 2691 520
p 2 5 375 16 13031 676
b 4 0 396 0 3432 632
b 4 0 396 0 3912 600
p 2 4 392 0 19759 786
b 4 0 396 0 2826 505
b 4 0 396 0 2662 499
p 2 5 386 5 15819 706
b 4 0 396 0 2563 520
b 4 0 396 0 2779 545
p 2 4 378 14 13415 681
b 4 0 396 0 3037 549
b 4 0 396 0 2978 565
p 2 4 368 24 14227 690
b 4 0 396 0 3493 623
b 4 0 396 0 4157 594
p 2 0 395 1 19823 765
b 4 0 396 0 3038 493
b 4 0 396 0 3070 509
p 2 4 388 4 15993 689
b 4 0 396 0 3203 522
b 4 0 396 0 3384 536
p 2 3 369 24 13966 675
b 4 0 396 0 3439 584
b 4 0 396 0 3498 592
p 2 18 342 36 13707 728
b 4 0 396 0 4010 738
b 4 0 396 0 4506 716
p 2 18 378 0 20586 875
b 4 0 396 0 3113 601
b 4 0 396 0 2912 614
p 2 5 388 3 16552 750
b 4 0 396 0 2532 537
b 4 0 396 0 2401 544
p 2 2 365 29 11691 652
b 4 0 396 0 2188 472
b 4 0 396 0 2046 475
p 2 2 381 13 12159 629
b 4 0 396 0 2666 568
b 4 0 396 0 3059 502
p 2 1 395 0 17372 722
b 4 0 396 0 2322 461
b 4 0 396 0 2114 459
p 2 1 392 3 13902 646
b 4 0 396 0 2585 501
b 4 0 396 0 2509 501
p 2 3 375 18 13232 676
b 4 0 396 0 2504 522
b 4 0 396 0 2650 551
p 2 7 372 17 12582 678
b 4 0 396 0 3538 668
b 4 0 396 0 3984 666
p 2 5 391 0 18902 773
b 4 0 396 0 2489 577
b 4 0 396 0 2390 525
p 2 2 386 8 14723 716
b 4 0 396 0 2749 562
b 4 0 396 0 2908 623
p 2 1 370 25 12750 703
b 4 0 396 0 3686 712
b 4 0 396 0 3874 743
p 2 10 348 38 14651 768
b 4 0 396 0 4420 778
b 4 0 396 0 4998 822
p 2 11 385 0 20922 888
b 4 0 396 0 3681 659
b 4 0 396 0 3411 601
p 2 8 383 5 15809 760
p 2 0 388 8 8870 615
i 2 396 0 0 27950 1948
b 4 0 396 0 2722 563
b 4 0 396 0 2719 526
p 2 1 393 2 11858 644
b 4 0 396 0 2333 525
b 4 0 396 0 2473 521
p 2 0 393 3 14553 670
b 4 0 396 0 2341 523
b 4 0 396 0 2057 561
p 2 0 396 0 15227 720
b 4 0 396 0 1849 473
b 4 0 396 0 1963 488
p 2 0 394 2 11278 656
b 4 0 396 0 1695 455
b 4 0 396 0 1734 471
p 2 0 391 5 11232 644
b 4 0 396 0 1217 396
b 4 0 396 0 1484 427
p 2 0 396 0 13345 631
b 4 0 396 0 1553 502
b 4 0 396 0 1379 471
p 2 0 396 0 13052 671
b 4 0 396 0 1155 421
b 4 0 396 0 1381 415
p 2 0 394 2 9619 633
b 4 0 396 0 1044 413
b 4 0 396 0 1217 420
p 2 0 392 4 9514 614
b 4 0 396 0 939 390
b 4 0 396 0 1007 375
p 2 0 393 3 11435 613
b 4 0 396 0 1390 449
b 4 0 396 0 1384 461
p 2 0 396 0 12919 659
b 4 0 396 0 1438 452
b 4 0 396 0 1642 471
p 2 0 390 6 10273 649
b 4 0 396 0 1138 423
b 4 0 396 0 1241 453
p 2 0 395 1 10147 636
b 4 0 396 0 923 379
b 4 0 396 0 977 370
p 2 0 395 1 10751 625
b 4 0 396 0 1363 470
b 4 0 396 0 1320 478
p 2 0 396 0 12654 674
b 4 0 396 0 891 397
b 4 0 396 0 913 395
p 2 0 396 0 9933 622
b 4 0 396 0 685 357
b 4 0 396 0 665 353
p 2 0 393 3 8662 608
b 4 0 396 0 683 324
b 4 0 396 0 809 373
p 2 0 394 2 10016 601
b 4 0 396 0 1154 450
b 4 0 396 0 787 401
p 2 0 394 2 11326 644
b 4 0 396 0 781 354
b 4 0 396 0 761 328
p 2 0 395 1 8486 592
b 4 0 396 0 570 313
b 4 0 396 0 659 361
p 2 0 391 5 8747 587
b 4 0 396 0 483 297
b 4 0 396 0 556 349
p 2 0 394 2 9145 585
b 4 0 396 0 1080 445
b 4 0 396 0 818 434
p 2 0 396 0 10854 632
b 4 0 396 0 739 362
b 4 0 396 0 806 373
p 2 0 395 1 8214 599
b 4 0 396 0 730 369
b 4 0 396 0 758 359
p 2 0 392 4 8701 603
b 4 0 396 0 679 330
b 4 0 396 0 758 372
p 2 0 396 0 9562 596
b 4 0 396 0 1167 477
b 4 0 396 0 938 445
p 2 0 396 0 11526 648
b 4 0 396 0 639 371
b 4 0 396 0 658 349
p 2 0 393 3 8572 595
b 4 0 396 0 571 325
b 4 0 396 0 659 322
p 2 0 392 4 9053 600
b 4 0 396 0 552 307
b 4 0 396 0 628 330
p 2 0 393 3 9869 607
b 4 0 396 0 1214 452
b 4 0 396 0 1037 422
p 2 0 395 1 11697 658
b 4 0 396 0 833 383
b 4 0 396 0 815 369
p 2 0 396 0 8835 628
b 4 0 396 0 726 360
b 4 0 396 0 834 390
p 2 0 394 2 9160 628
b 4 0 396 0 910 355
b 4 0 396 0 1050 394
p 2 0 394 2 9916 615
b 4 0 396 0 1098 452
b 4 0 396 0 816 428
p 2 0 396 0 11742 650
b 4 0 396 0 531 329
b 4 0 396 0 552 324
p 2 0 392 4 7846 602
b 4 0 396 0 520 334
b 4 0 396 0 554 326
p 2 0 392 4 7750 585
b 4 0 396 0 548 316
b 4 0 396 0 669 369
p 2 0 394 2 8687 591
b 4 0 396 0 1096 470
b 4 0 396 0 865 429
p 2 0 395 1 10403 628
b 4 0 396 0 570 361
b 4 0 396 0 505 298
p 2 0 393 3 7773 594
b 4 0 396 0 875 357
b 4 0 396 0 896 374
p 2 0 389 7 8222 589
b 4 0 396 0 936 358
b 4 0 396 0 989 350
p 2 0 395 1 9834 604
b 4 0 396 0 1527 462
b 4 0 396 0 1374 451
p 2 0 396 0 11494 660
b 4 0 396 0 1151 372
b 4 0 396 0 1185 387
p 2 0 389 7 8761 610
b 4 0 396 0 959 363
b 4 0 396 0 1137 410
p 2 0 392 4 8799 604
b 4 0 396 0 1172 403
b 4 0 396 0 1392 421
p 2 0 394 2 11137 629
b 4 0 396 0 1995 553
b 4 0 396 0 1888 535
p 2 0 396 0 14157 723
b 4 0 396 0 1754 498
b 4 0 396 0 1981 498
p 2 0 393 3 11366 677
b 4 0 396 0 1657 454
b 4 0 396 0 1849 462
p 2 0 392 4 10886 645
b 4 0 396 0 1986 439
b 4 0 396 0 2085 445
p 2 0 395 1 13081 663
b 4 0 396 0 2453 553
b 4 0 396 0 2103 553
p 2 0 396 0 15419 710
b 4 0 396 0 1165 411
b 4 0 396 0 1396 444
p 2 0 394 2 9944 621
b 4 0 396 0 1212 407
b 4 0 396 0 1243 438
p 2 0 395 1 10578 622
b 4 0 396 0 1044 374
b 4 0 396 0 1052 381
p 2 0 395 1 11682 609
b 4 0 396 0 1638 462
b 4 0 396 0 1726 481
p 2 0 396 0 13037 680
b 4 0 396 0 1757 472
b 4 0 396 0 1877 455
p 2 1 392 3 10869 641
b 4 0 396 0 1273 400
b 4 0 396 0 1421 431
p 2 0 395 1 9274 614
b 4 0 396 0 1447 394
b 4 0 396 0 1837 395
p 2 0 391 5 12466 614
b 4 0 396 0 1730 493
b 4 0 396 0 1435 488
p 2 0 396 0 13730 672
b 4 0 396 0 1587 457
b 4 0 396 0 2211 484
p 2 2 392 2 11925 679
b 4 0 396 0 2604 484
b 4 0 396 0 2701 512
p 2 8 382 6 12218 674
b 4 0 396 0 2446 454
b 4 0 396 0 2321 432
p 2 2 390 4 13800 658
b 4 0 396 0 2370 514
b 4 0 396 0 2114 465
p 2 0 396 0 14281 688
b 4 0 396 0 2620 477
b 4 0 396 0 3071 546
p 2 7 384 5 11951 704
b 4 0 396 0 3143 537
b 4 0 396 0 2791 489
p 2 3 385 8 11592 678
b 4 0 396 0 2447 451
b 4 0 396 0 2421 469
p 2 1 391 4 13608 655
b 4 0 396 0 2369 491
b 4 0 396 0 2355 501
p 2 1 395 0 14493 701
b 4 0 396 0 2092 435
b 4 0 396 0 2146 467
p 2 0 393 3 11087 624
b 4 0 396 0 1994 459
b 4 0 396 0 2193 489
p 2 0 391 5 11421 624
b 4 0 396 0 2319 458
b 4 0 396 0 2517 476
p 2 0 394 2 14435 647
b 4 0 396 0 2618 535
b 4 0 396 0 2048 498
p 2 2 393 1 16036 712
b 4 0 396 0 1484 455
b 4 0 396 0 1527 418
p 2 0 394 2 10524 628
b 4 0 396 0 1175 438
b 4 0 396 0 1268 417
p 2 0 396 0 9913 626
b 4 0 396 0 943 354
b 4 0 396 0 946 390
p 2 0 395 1 11524 611
b 4 0 396 0 1150 425
b 4 0 396 0 1024 435
p 2 0 395 1 12529 658
b 4 0 396 0 732 364
b 4 0 396 0 851 364
p 2 0 394 2 8718 606
b 4 0 396 0 955 388
b 4 0 396 0 984 362
p 2 0 392 4 8817 594
b 4 0 396 0 1325 400
b 4 0 396 0 1623 408
p 2 0 395 1 12337 629
b 4 0 396 0 1868 482
b 4 0 396 0 1608 501
p 2 0 394 2 12815 666
b 4 0 396 0 1317 449
b 4 0 396 0 1473 447
p 2 0 391 5 9306 616
b 4 0 396 0 1599 470
b 4 0 396 0 1913 493
p 2 0 394 2 10784 652
b 4 0 396 0 1816 456
b 4 0 396 0 1969 477
p 2 0 394 2 13231 651
b 4 0 396 0 1926 486
b 4 0 396 0 1760 513
p 2 0 396 0 14045 683
i 2 396 0 0 28469 1940
b 4 0 396 0 1361 363
b 4 0 396 0 1367 413
p 2 0 376 20 10912 579
b 4 0 396 0 1195 384
b 4 0 396 0 1013 399
p 2 0 371 25 9883 565
b 4 0 396 0 1185 488
b 4 0 396 0 1157 430
p 2 0 396 0 13670 656
b 4 0 396 0 1018 369
b 4 0 396 0 1060 379
p 2 0 384 12 10451 575
b 4 0 396 0 1220 378
b 4 0 396 0 1229 396
p 2 2 376 18 10745 601
b 4 0 396 0 1484 426
b 4 0 396 0 1301 399
p 2 0 373 23 10688 591
b 4 0 396 0 1961 511
b 4 0 396 0 2077 483
p 2 0 396 0 15756 690
b 4 0 396 0 1677 397
b 4 0 396 0 1579 398
p 2 0 384 12 12437 615
b 4 0 396 0 1693 346
b 4 0 396 0 1662 380
p 2 2 371 23 10803 592
b 4 0 396 0 1856 390
b 4 0 396 0 1749 423
p 2 0 375 21 11540 593
b 4 0 396 0 1802 511
b 4 0 396 0 1807 456
p 2 0 396 0 14424 673
b 4 0 396 0 1651 396
b 4 0 396 0 1754 422
p 2 0 390 6 11643 606
b 4 0 396 0 1807 422
b 4 0 396 0 1977 413
p 2 1 387 8 11302 624
b 4 0 396 0 1604 385
b 4 0 396 0 1475 428
p 2 0 376 20 11064 621
b 4 0 396 0 2025 544
b 4 0 396 0 2035 484
p 2 0 396 0 15598 707
b 4 0 396 0 1252 387
b 4 0 396 0 1176 407
p 2 0 388 8 11252 605
b 4 0 396 0 1196 378
b 4 0 396 0 1328 439
p 2 0 379 17 10604 617
b 4 0 396 0 1424 450
b 4 0 396 0 1449 453
p 2 0 386 10 11640 626
b 4 0 396 0 2704 597
b 4 0 396 0 2909 556
p 2 14 382 0 16859 802
b 4 0 396 0 1969 530
p 2 8 386 2 10603 699
b 4 0 396 0 1756 498
p 2 7 389 0 11318 699
b 4 0 396 0 2258 591
b 4 0 396 0 2317 547
p 2 4 385 7 12383 716
b 4 0 396 0 2094 560
b 4 0 396 0 2166 522
p 2 3 384 9 12846 701
b 4 0 396 0 2890 605
b 4 0 396 0 2264 574
p 2 0 396 0 15865 744
b 4 0 396 0 2123 516
b 4 0 396 0 2282 525
p 2 3 392 1 13132 709
b 4 0 396 0 2250 539
b 4 0 396 0 2489 600
p 2 2 391 3 13294 717
b 4 0 396 0 2238 540
b 4 0 396 0 2270 506
p 2 0 387 9 12895 694
b 4 0 396 0 2914 634
b 4 0 396 0 2369 600
p 2 3 393 0 16080 769
b 4 0 396 0 2038 528
b 4 0 396 0 2149 503
p 2 0 395 1 12758 690
b 4 0 396 0 2169 473
b 4 0 396 0 2487 509
p 2 0 393 3 12633 683
b 4 0 396 0 2226 514
b 4 0 396 0 2495 526
p 2 1 394 1 13214 673
b 4 0 396 0 2659 501
p 2 0 396 0 16690 708
i 2 396 0 0 29257 1977
b 4 0 396 0 1565 389
b 4 0 396 0 1925 389
p 2 0 338 58 7466 498
b 4 0 396 0 1253 386
b 4 0 396 0 1031 359
p 2 0 342 54 7495 511
b 4 0 396 0 1457 473
b 4 0 396 0 1325 431
p 2 0 374 22 10802 555
b 4 0 396 0 1718 406
b 4 0 396 0 1621 478
p 2 0 394 2 15704 653
b 4 0 396 0 1269 360
b 4 0 396 0 1218 348
p 2 0 395 1 9638 585
b 4 0 396 0 1110 343
b 4 0 396 0 1106 361
p 2 0 391 5 9215 565
b 4 0 396 0 1210 316
b 4 0 396 0 1175 367
p 2 0 384 12 8957 561
b 4 0 396 0 1376 437
b 4 0 396 0 1704 430
p 2 0 396 0 12089 612
b 4 0 396 0 1141 354
b 4 0 396 0 1085 348
p 2 0 392 4 8515 568
b 4 0 396 0 973 337
b 4 0 396 0 945 340
p 2 0 391 5 8637 568
b 4 0 396 0 1014 403
b 4 0 396 0 971 381
p 2 0 393 3 8639 564
b 4 0 396 0 1215 445
b 4 0 396 0 1696 507
p 2 0 395 1 11809 627
b 4 0 396 0 1108 334
b 4 0 396 0 1056 327
p 2 0 393 3 8632 578
b 4 0 396 0 1082 329
b 4 0 396 0 1229 392
p 2 0 391 5 8991 568
b 4 0 396 0 1120 311
b 4 0 396 0 1161 353
p 2 0 389 7 8818 563
b 4 0 396 0 1232 448
b 4 0 396 0 1626 478
p 2 0 394 2 11730 621
b 4 0 396 0 1038 346
b 4 0 396 0 990 336
p 2 0 386 10 8283 568
b 4 0 396 0 962 310
b 4 0 396 0 968 340
p 2 0 380 16 8643 566
b 4 0 396 0 1056 320
b 4 0 396 0 1126 336
p 2 0 379 17 8612 557
b 4 0 396 0 1260 457
b 4 0 396 0 1549 468
p 2 0 393 3 11744 621
b 4 0 396 0 1007 355
b 4 0 396 0 937 341
p 2 0 392 4 8234 569
b 4 0 396 0 890 320
b 4 0 396 0 871 351
p 2 0 381 15 8486 560
b 4 0 396 0 1016 355
b 4 0 396 0 1007 335
p 2 0 387 9 8548 556
b 4 0 396 0 1295 460
b 4 0 396 0 1596 460
p 2 0 392 4 12053 614
b 4 0 396 0 1246 353
b 4 0 396 0 1233 364
p 2 0 390 6 9062 574
b 4 0 396 0 1339 352
b 4 0 396 0 1280 374
p 2 0 385 11 9564 565
b 4 0 396 0 1238 327
b 4 0 396 0 1305 366
p 2 0 381 15 9520 564
b 4 0 396 0 1519 454
b 4 0 396 0 1716 464
p 2 0 395 1 12499 623
b 4 0 396 0 1378 362
b 4 0 396 0 1362 372
p 2 0 386 10 9097 564
b 4 0 396 0 1189 326
b 4 0 396 0 1147 342
p 2 0 390 6 9478 572
b 4 0 396 0 1228 364
b 4 0 396 0 1233 342
p 2 0 383 13 8961 559
b 4 0 396 0 1406 443
b 4 0 396 0 1788 476
p 2 0 394 2 12223 625
b 4 0 396 0 1281 362
b 4 0 396 0 1245 356
p 2 0 386 10 9104 560
b 4 0 396 0 1257 379
b 4 0 396 0 1147 354
p 2 0 389 7 8944 570
b 4 0 396 0 1218 342
b 4 0 396 0 1226 345
